"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
4,1.13380122184753,"GLFixedEffectModels Poisson",2,"simple",3,5e+05
4,0.593902826309204,"fixest::fepois",2,"simple",3,5e+05
4,7.44051861763,"pyfixest.fepois",3,"simple",3,5e+05
4,3.02949810028076,"GLFixedEffectModels Poisson",3,"simple",3,5e+05
4,1.11287641525269,"fixest::fepois",3,"simple",3,5e+05
2,1.07628560066223,"pyfixest.fepois",2,"difficult",3,5e+05
2,1.30684900283813,"GLFixedEffectModels Poisson",2,"difficult",3,5e+05
2,0.476768970489502,"fixest::fepois",2,"difficult",3,5e+05
2,NA,"pyfixest.fepois",3,"difficult",3,5e+05
2,33.3802649974823,"GLFixedEffectModels Poisson",3,"difficult",3,5e+05
2,27.8538477420807,"fixest::fepois",3,"difficult",3,5e+05
