"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
7,0.0925741195678711,"pyfixest.feols",2,"difficult",10,10000
7,0.00302314758300781,"FixedEffectModels.reg",2,"difficult",10,10000
7,0.0100140571594238,"lfe::felm",2,"difficult",10,10000
7,0.0569140911102295,"fixest::feols",2,"difficult",10,10000
7,0.112056493759155,"pyfixest.feols",3,"difficult",10,10000
7,0.00503301620483398,"FixedEffectModels.reg",3,"difficult",10,10000
7,0.0162479877471924,"lfe::felm",3,"difficult",10,10000
7,0.0646014213562012,"fixest::feols",3,"difficult",10,10000
8,0.0893442630767822,"pyfixest.feols",2,"difficult",10,10000
8,0.00308799743652344,"FixedEffectModels.reg",2,"difficult",10,10000
8,0.0147886276245117,"lfe::felm",2,"difficult",10,10000
8,0.0138940811157227,"fixest::feols",2,"difficult",10,10000
8,0.114421367645264,"pyfixest.feols",3,"difficult",10,10000
8,0.00485801696777344,"FixedEffectModels.reg",3,"difficult",10,10000
8,0.0151388645172119,"lfe::felm",3,"difficult",10,10000
8,0.0213260650634766,"fixest::feols",3,"difficult",10,10000
9,0.108994245529175,"pyfixest.feols",2,"difficult",10,10000
9,0.00251603126525879,"FixedEffectModels.reg",2,"difficult",10,10000
9,0.00967049598693848,"lfe::felm",2,"difficult",10,10000
9,0.0601282119750977,"fixest::feols",2,"difficult",10,10000
9,0.113573312759399,"pyfixest.feols",3,"difficult",10,10000
9,0.00567984580993652,"FixedEffectModels.reg",3,"difficult",10,10000
9,0.0150241851806641,"lfe::felm",3,"difficult",10,10000
9,0.0168395042419434,"fixest::feols",3,"difficult",10,10000
10,0.102506637573242,"pyfixest.feols",2,"difficult",10,10000
10,0.00276708602905273,"FixedEffectModels.reg",2,"difficult",10,10000
10,0.00947856903076172,"lfe::felm",2,"difficult",10,10000
10,0.0571894645690918,"fixest::feols",2,"difficult",10,10000
10,0.104791164398193,"pyfixest.feols",3,"difficult",10,10000
10,0.00881814956665039,"FixedEffectModels.reg",3,"difficult",10,10000
10,0.0147597789764404,"lfe::felm",3,"difficult",10,10000
10,0.0274710655212402,"fixest::feols",3,"difficult",10,10000
11,0.101422786712646,"pyfixest.feols",2,"difficult",10,10000
11,0.0023810863494873,"FixedEffectModels.reg",2,"difficult",10,10000
11,0.00946211814880371,"lfe::felm",2,"difficult",10,10000
11,0.0167338848114014,"fixest::feols",2,"difficult",10,10000
11,0.111056566238403,"pyfixest.feols",3,"difficult",10,10000
11,0.00462889671325684,"FixedEffectModels.reg",3,"difficult",10,10000
11,0.014711856842041,"lfe::felm",3,"difficult",10,10000
11,0.0182192325592041,"fixest::feols",3,"difficult",10,10000
2,0.123131036758423,"pyfixest.feols",2,"simple",10,1e+05
2,0.0119040012359619,"FixedEffectModels.reg",2,"simple",10,1e+05
2,0.0675759315490723,"lfe::felm",2,"simple",10,1e+05
2,0.172430992126465,"fixest::feols",2,"simple",10,1e+05
2,0.124123096466064,"pyfixest.feols",3,"simple",10,1e+05
2,0.117235898971558,"FixedEffectModels.reg",3,"simple",10,1e+05
2,0.0818898677825928,"lfe::felm",3,"simple",10,1e+05
2,0.0878036022186279,"fixest::feols",3,"simple",10,1e+05
3,0.123760223388672,"pyfixest.feols",2,"simple",10,1e+05
3,0.00864005088806152,"FixedEffectModels.reg",2,"simple",10,1e+05
3,0.0622477531433105,"lfe::felm",2,"simple",10,1e+05
3,0.0315155982971191,"fixest::feols",2,"simple",10,1e+05
3,0.164290428161621,"pyfixest.feols",3,"simple",10,1e+05
3,0.0212109088897705,"FixedEffectModels.reg",3,"simple",10,1e+05
3,0.0743298530578613,"lfe::felm",3,"simple",10,1e+05
3,0.0548191070556641,"fixest::feols",3,"simple",10,1e+05
4,0.116585493087769,"pyfixest.feols",2,"simple",10,1e+05
4,0.00883793830871582,"FixedEffectModels.reg",2,"simple",10,1e+05
4,0.0614261627197266,"lfe::felm",2,"simple",10,1e+05
4,0.025315523147583,"fixest::feols",2,"simple",10,1e+05
4,0.165212631225586,"pyfixest.feols",3,"simple",10,1e+05
4,0.020658016204834,"FixedEffectModels.reg",3,"simple",10,1e+05
4,0.0763366222381592,"lfe::felm",3,"simple",10,1e+05
4,0.0466561317443848,"fixest::feols",3,"simple",10,1e+05
5,0.12123703956604,"pyfixest.feols",2,"simple",10,1e+05
5,0.0105078220367432,"FixedEffectModels.reg",2,"simple",10,1e+05
5,0.0584285259246826,"lfe::felm",2,"simple",10,1e+05
5,0.0309207439422607,"fixest::feols",2,"simple",10,1e+05
5,0.139874458312988,"pyfixest.feols",3,"simple",10,1e+05
5,0.0768790245056152,"FixedEffectModels.reg",3,"simple",10,1e+05
5,0.074476957321167,"lfe::felm",3,"simple",10,1e+05
5,0.0485496520996094,"fixest::feols",3,"simple",10,1e+05
6,0.110723495483398,"pyfixest.feols",2,"simple",10,1e+05
6,0.0128219127655029,"FixedEffectModels.reg",2,"simple",10,1e+05
6,0.0618815422058105,"lfe::felm",2,"simple",10,1e+05
6,0.0299193859100342,"fixest::feols",2,"simple",10,1e+05
6,0.136026382446289,"pyfixest.feols",3,"simple",10,1e+05
6,0.0182130336761475,"FixedEffectModels.reg",3,"simple",10,1e+05
6,0.0711753368377686,"lfe::felm",3,"simple",10,1e+05
6,0.047832727432251,"fixest::feols",3,"simple",10,1e+05
7,0.115244626998901,"pyfixest.feols",2,"simple",10,1e+05
7,0.0102388858795166,"FixedEffectModels.reg",2,"simple",10,1e+05
7,0.0662720203399658,"lfe::felm",2,"simple",10,1e+05
7,0.0258545875549316,"fixest::feols",2,"simple",10,1e+05
7,0.160505294799805,"pyfixest.feols",3,"simple",10,1e+05
7,0.0203499794006348,"FixedEffectModels.reg",3,"simple",10,1e+05
7,0.218966722488403,"lfe::felm",3,"simple",10,1e+05
7,0.0445306301116943,"fixest::feols",3,"simple",10,1e+05
8,0.111725091934204,"pyfixest.feols",2,"simple",10,1e+05
8,0.0234031677246094,"FixedEffectModels.reg",2,"simple",10,1e+05
8,0.0624520778656006,"lfe::felm",2,"simple",10,1e+05
8,0.0283937454223633,"fixest::feols",2,"simple",10,1e+05
8,0.168840169906616,"pyfixest.feols",3,"simple",10,1e+05
8,0.0183489322662354,"FixedEffectModels.reg",3,"simple",10,1e+05
8,0.0764703750610352,"lfe::felm",3,"simple",10,1e+05
8,0.0476381778717041,"fixest::feols",3,"simple",10,1e+05
9,0.122892141342163,"pyfixest.feols",2,"simple",10,1e+05
9,0.00882101058959961,"FixedEffectModels.reg",2,"simple",10,1e+05
9,0.0584161281585693,"lfe::felm",2,"simple",10,1e+05
9,0.0306353569030762,"fixest::feols",2,"simple",10,1e+05
