"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
5,0.205898284912109,"lfe::felm",2,"difficult",5,1e+05
5,0.0260210037231445,"fixest::feols",2,"difficult",5,1e+05
5,3.34371566772461,"pyfixest.feols",3,"difficult",5,1e+05
5,0.206750869750977,"FixedEffectModels.reg",3,"difficult",5,1e+05
5,4.3149242401123,"lfe::felm",3,"difficult",5,1e+05
5,0.256234645843506,"fixest::feols",3,"difficult",5,1e+05
6,0.121950387954712,"pyfixest.feols",2,"difficult",5,1e+05
6,0.00887894630432129,"FixedEffectModels.reg",2,"difficult",5,1e+05
6,0.0629911422729492,"lfe::felm",2,"difficult",5,1e+05
6,0.0237665176391602,"fixest::feols",2,"difficult",5,1e+05
6,3.22917342185974,"pyfixest.feols",3,"difficult",5,1e+05
6,0.130436182022095,"FixedEffectModels.reg",3,"difficult",5,1e+05
6,4.49003529548645,"lfe::felm",3,"difficult",5,1e+05
6,0.248003959655762,"fixest::feols",3,"difficult",5,1e+05
2,0.21214747428894,"pyfixest.feols",2,"simple",5,5e+05
2,0.0483388900756836,"FixedEffectModels.reg",2,"simple",5,5e+05
2,0.421401739120483,"lfe::felm",2,"simple",5,5e+05
2,0.23827600479126,"fixest::feols",2,"simple",5,5e+05
2,0.249875545501709,"pyfixest.feols",3,"simple",5,5e+05
2,0.092667818069458,"FixedEffectModels.reg",3,"simple",5,5e+05
2,0.501970052719116,"lfe::felm",3,"simple",5,5e+05
2,0.133912324905396,"fixest::feols",3,"simple",5,5e+05
3,0.197680711746216,"pyfixest.feols",2,"simple",5,5e+05
3,0.0385580062866211,"FixedEffectModels.reg",2,"simple",5,5e+05
3,0.547709226608276,"lfe::felm",2,"simple",5,5e+05
3,0.0485570430755615,"fixest::feols",2,"simple",5,5e+05
3,0.243025779724121,"pyfixest.feols",3,"simple",5,5e+05
3,0.0909311771392822,"FixedEffectModels.reg",3,"simple",5,5e+05
3,0.512947559356689,"lfe::felm",3,"simple",5,5e+05
3,0.0727968215942383,"fixest::feols",3,"simple",5,5e+05
4,0.194623470306396,"pyfixest.feols",2,"simple",5,5e+05
4,0.0382850170135498,"FixedEffectModels.reg",2,"simple",5,5e+05
4,0.395555019378662,"lfe::felm",2,"simple",5,5e+05
4,0.087127685546875,"fixest::feols",2,"simple",5,5e+05
4,0.23249077796936,"pyfixest.feols",3,"simple",5,5e+05
4,0.090846061706543,"FixedEffectModels.reg",3,"simple",5,5e+05
4,0.505318641662598,"lfe::felm",3,"simple",5,5e+05
4,0.133833646774292,"fixest::feols",3,"simple",5,5e+05
5,0.19886302947998,"pyfixest.feols",2,"simple",5,5e+05
5,0.0378479957580566,"FixedEffectModels.reg",2,"simple",5,5e+05
5,0.394780397415161,"lfe::felm",2,"simple",5,5e+05
5,0.0885977745056152,"fixest::feols",2,"simple",5,5e+05
5,0.242227554321289,"pyfixest.feols",3,"simple",5,5e+05
5,0.0937469005584717,"FixedEffectModels.reg",3,"simple",5,5e+05
5,0.515265464782715,"lfe::felm",3,"simple",5,5e+05
5,0.0696022510528564,"fixest::feols",3,"simple",5,5e+05
6,0.192534446716309,"pyfixest.feols",2,"simple",5,5e+05
6,0.0382010936737061,"FixedEffectModels.reg",2,"simple",5,5e+05
6,0.382695198059082,"lfe::felm",2,"simple",5,5e+05
6,0.0869288444519043,"fixest::feols",2,"simple",5,5e+05
6,0.230684041976929,"pyfixest.feols",3,"simple",5,5e+05
6,0.0938329696655273,"FixedEffectModels.reg",3,"simple",5,5e+05
6,0.491826057434082,"lfe::felm",3,"simple",5,5e+05
6,0.133382797241211,"fixest::feols",3,"simple",5,5e+05
2,0.193960189819336,"pyfixest.feols",2,"difficult",5,5e+05
2,0.135637998580933,"FixedEffectModels.reg",2,"difficult",5,5e+05
2,0.238900661468506,"lfe::felm",2,"difficult",5,5e+05
2,0.0809175968170166,"fixest::feols",2,"difficult",5,5e+05
2,127.547603607178,"pyfixest.feols",3,"difficult",5,5e+05
2,1.48788094520569,"FixedEffectModels.reg",3,"difficult",5,5e+05
2,300.877996206284,"lfe::felm",3,"difficult",5,5e+05
2,2.0012788772583,"fixest::feols",3,"difficult",5,5e+05
3,0.200897693634033,"pyfixest.feols",2,"difficult",5,5e+05
3,0.11481785774231,"FixedEffectModels.reg",2,"difficult",5,5e+05
3,0.368939638137817,"lfe::felm",2,"difficult",5,5e+05
3,0.119131326675415,"fixest::feols",2,"difficult",5,5e+05
3,151.762458324432,"pyfixest.feols",3,"difficult",5,5e+05
3,1.34000992774963,"FixedEffectModels.reg",3,"difficult",5,5e+05
3,322.867789983749,"lfe::felm",3,"difficult",5,5e+05
3,1.99128651618958,"fixest::feols",3,"difficult",5,5e+05
4,0.181984424591064,"pyfixest.feols",2,"difficult",5,5e+05
4,0.13139796257019,"FixedEffectModels.reg",2,"difficult",5,5e+05
4,0.364003658294678,"lfe::felm",2,"difficult",5,5e+05
4,0.0776314735412598,"fixest::feols",2,"difficult",5,5e+05
4,169.917176008224,"pyfixest.feols",3,"difficult",5,5e+05
4,1.40127301216125,"FixedEffectModels.reg",3,"difficult",5,5e+05
4,329.250233650208,"lfe::felm",3,"difficult",5,5e+05
4,2.14638829231262,"fixest::feols",3,"difficult",5,5e+05
5,0.189468145370483,"pyfixest.feols",2,"difficult",5,5e+05
5,0.110795974731445,"FixedEffectModels.reg",2,"difficult",5,5e+05
5,0.237940311431885,"lfe::felm",2,"difficult",5,5e+05
5,0.0870938301086426,"fixest::feols",2,"difficult",5,5e+05
5,150.882537126541,"pyfixest.feols",3,"difficult",5,5e+05
5,1.42539501190186,"FixedEffectModels.reg",3,"difficult",5,5e+05
5,321.175002098083,"lfe::felm",3,"difficult",5,5e+05
5,2.14548540115356,"fixest::feols",3,"difficult",5,5e+05
6,0.187129735946655,"pyfixest.feols",2,"difficult",5,5e+05
6,0.0530140399932861,"FixedEffectModels.reg",2,"difficult",5,5e+05
6,0.382698774337769,"lfe::felm",2,"difficult",5,5e+05
6,0.103135347366333,"fixest::feols",2,"difficult",5,5e+05
6,153.431069135666,"pyfixest.feols",3,"difficult",5,5e+05
6,1.37591695785522,"FixedEffectModels.reg",3,"difficult",5,5e+05
6,331.324892282486,"lfe::felm",3,"difficult",5,5e+05
6,2.37123012542725,"fixest::feols",3,"difficult",5,5e+05
2,0.315918684005737,"pyfixest.feols",2,"simple",3,1e+06
2,0.151108026504517,"FixedEffectModels.reg",2,"simple",3,1e+06
2,0.629583120346069,"lfe::felm",2,"simple",3,1e+06
2,0.284634351730347,"fixest::feols",2,"simple",3,1e+06
2,0.355732679367065,"pyfixest.feols",3,"simple",3,1e+06
2,0.264286041259766,"FixedEffectModels.reg",3,"simple",3,1e+06
2,0.864525318145752,"lfe::felm",3,"simple",3,1e+06
2,0.320827007293701,"fixest::feols",3,"simple",3,1e+06
3,0.293457984924316,"pyfixest.feols",2,"simple",3,1e+06
3,0.0753848552703857,"FixedEffectModels.reg",2,"simple",3,1e+06
3,0.640954494476318,"lfe::felm",2,"simple",3,1e+06
3,0.249436855316162,"fixest::feols",2,"simple",3,1e+06
3,0.351127147674561,"pyfixest.feols",3,"simple",3,1e+06
3,0.173254013061523,"FixedEffectModels.reg",3,"simple",3,1e+06
3,0.86613392829895,"lfe::felm",3,"simple",3,1e+06
3,0.323681592941284,"fixest::feols",3,"simple",3,1e+06
4,0.268986940383911,"pyfixest.feols",2,"simple",3,1e+06
4,0.147538185119629,"FixedEffectModels.reg",2,"simple",3,1e+06
4,0.63579797744751,"lfe::felm",2,"simple",3,1e+06
4,0.280967950820923,"fixest::feols",2,"simple",3,1e+06
4,0.341229438781738,"pyfixest.feols",3,"simple",3,1e+06
4,0.193861961364746,"FixedEffectModels.reg",3,"simple",3,1e+06
4,0.872346639633179,"lfe::felm",3,"simple",3,1e+06
4,0.177950382232666,"fixest::feols",3,"simple",3,1e+06
2,0.470883846282959,"pyfixest.feols",2,"simple",3,2e+06
2,0.22065806388855,"FixedEffectModels.reg",2,"simple",3,2e+06
2,1.19641089439392,"lfe::felm",2,"simple",3,2e+06
2,0.204317092895508,"fixest::feols",2,"simple",3,2e+06
2,0.663804292678833,"pyfixest.feols",3,"simple",3,2e+06
2,0.342819929122925,"FixedEffectModels.reg",3,"simple",3,2e+06
2,1.54642462730408,"lfe::felm",3,"simple",3,2e+06
2,0.29772424697876,"fixest::feols",3,"simple",3,2e+06
3,0.426535129547119,"pyfixest.feols",2,"simple",3,2e+06
3,0.146569967269897,"FixedEffectModels.reg",2,"simple",3,2e+06
3,0.916261434555054,"lfe::felm",2,"simple",3,2e+06
3,0.34461498260498,"fixest::feols",2,"simple",3,2e+06
3,0.602373361587524,"pyfixest.feols",3,"simple",3,2e+06
3,0.451456069946289,"FixedEffectModels.reg",3,"simple",3,2e+06
3,1.57158470153809,"lfe::felm",3,"simple",3,2e+06
3,0.272489070892334,"fixest::feols",3,"simple",3,2e+06
4,0.482528924942017,"pyfixest.feols",2,"simple",3,2e+06
4,0.145954847335815,"FixedEffectModels.reg",2,"simple",3,2e+06
4,1.0475754737854,"lfe::felm",2,"simple",3,2e+06
4,0.204342126846313,"fixest::feols",2,"simple",3,2e+06
4,0.64091157913208,"pyfixest.feols",3,"simple",3,2e+06
4,0.347666025161743,"FixedEffectModels.reg",3,"simple",3,2e+06
4,1.38761615753174,"lfe::felm",3,"simple",3,2e+06
4,0.30341625213623,"fixest::feols",3,"simple",3,2e+06
2,0.475791215896606,"lfe::felm",2,"difficult",3,1e+06
2,0.287354469299316,"pyfixest.feols",2,"difficult",3,1e+06
2,0.146989107131958,"FixedEffectModels.reg",2,"difficult",3,1e+06
2,0.096642017364502,"fixest::feols",2,"difficult",3,1e+06
2,NA,"pyfixest.feols",3,"difficult",3,1e+06
2,2.74661207199097,"FixedEffectModels.reg",3,"difficult",3,1e+06
2,3.54432415962219,"fixest::feols",3,"difficult",3,1e+06
3,0.461744785308838,"lfe::felm",2,"difficult",3,1e+06
3,0.274881839752197,"pyfixest.feols",2,"difficult",3,1e+06
3,0.169807195663452,"FixedEffectModels.reg",2,"difficult",3,1e+06
3,0.112732172012329,"fixest::feols",2,"difficult",3,1e+06
3,NA,"pyfixest.feols",3,"difficult",3,1e+06
3,2.81480097770691,"FixedEffectModels.reg",3,"difficult",3,1e+06
3,4.51783895492554,"fixest::feols",3,"difficult",3,1e+06
4,0.457648277282715,"lfe::felm",2,"difficult",3,1e+06
4,0.286424398422241,"pyfixest.feols",2,"difficult",3,1e+06
4,0.151332855224609,"FixedEffectModels.reg",2,"difficult",3,1e+06
4,0.101927042007446,"fixest::feols",2,"difficult",3,1e+06
4,NA,"pyfixest.feols",3,"difficult",3,1e+06
4,2.40256404876709,"FixedEffectModels.reg",3,"difficult",3,1e+06
4,3.38098335266113,"fixest::feols",3,"difficult",3,1e+06
2,0.450508832931519,"pyfixest.feols",2,"difficult",3,2e+06
2,0.140243053436279,"FixedEffectModels.reg",2,"difficult",3,2e+06
2,0.215460300445557,"fixest::feols",2,"difficult",3,2e+06
2,5.26765418052673,"FixedEffectModels.reg",3,"difficult",3,2e+06
2,9.23151469230652,"fixest::feols",3,"difficult",3,2e+06
3,0.425016164779663,"pyfixest.feols",2,"difficult",3,2e+06
3,0.215221881866455,"FixedEffectModels.reg",2,"difficult",3,2e+06
3,0.208492517471313,"fixest::feols",2,"difficult",3,2e+06
3,4.76290392875671,"FixedEffectModels.reg",3,"difficult",3,2e+06
3,8.07498049736023,"fixest::feols",3,"difficult",3,2e+06
4,0.442454814910889,"pyfixest.feols",2,"difficult",3,2e+06
4,0.215507984161377,"FixedEffectModels.reg",2,"difficult",3,2e+06
4,0.208670377731323,"fixest::feols",2,"difficult",3,2e+06
4,5.36619400978088,"FixedEffectModels.reg",3,"difficult",3,2e+06
4,8.1468334197998,"fixest::feols",3,"difficult",3,2e+06
