"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
7,0.042677640914917,"fixest logit",2,"difficult",10,10000
7,0.0665359497070312,"GLFixedEffectModels logit",3,"difficult",10,10000
7,0.446842670440674,"alpaca logit",3,"difficult",10,10000
7,0.0604457855224609,"fixest logit",3,"difficult",10,10000
8,0.0245001316070557,"GLFixedEffectModels logit",2,"difficult",10,10000
8,0.0782830715179443,"alpaca logit",2,"difficult",10,10000
8,0.049030065536499,"fixest logit",2,"difficult",10,10000
8,0.0763380527496338,"GLFixedEffectModels logit",3,"difficult",10,10000
8,0.486073017120361,"alpaca logit",3,"difficult",10,10000
8,0.062396764755249,"fixest logit",3,"difficult",10,10000
9,0.0248229503631592,"GLFixedEffectModels logit",2,"difficult",10,10000
9,0.0794661045074463,"alpaca logit",2,"difficult",10,10000
9,0.0500233173370361,"fixest logit",2,"difficult",10,10000
9,0.0655238628387451,"GLFixedEffectModels logit",3,"difficult",10,10000
9,0.498194694519043,"alpaca logit",3,"difficult",10,10000
9,0.0645034313201904,"fixest logit",3,"difficult",10,10000
10,0.0244810581207275,"GLFixedEffectModels logit",2,"difficult",10,10000
10,0.0772085189819336,"alpaca logit",2,"difficult",10,10000
10,0.0428376197814941,"fixest logit",2,"difficult",10,10000
10,0.0716240406036377,"GLFixedEffectModels logit",3,"difficult",10,10000
10,0.444307327270508,"alpaca logit",3,"difficult",10,10000
10,0.0668494701385498,"fixest logit",3,"difficult",10,10000
11,0.0242898464202881,"GLFixedEffectModels logit",2,"difficult",10,10000
11,0.227347612380981,"alpaca logit",2,"difficult",10,10000
11,0.0217499732971191,"fixest logit",2,"difficult",10,10000
11,0.050184965133667,"GLFixedEffectModels logit",3,"difficult",10,10000
11,0.483506202697754,"alpaca logit",3,"difficult",10,10000
11,0.0867710113525391,"fixest logit",3,"difficult",10,10000
2,0.177095890045166,"GLFixedEffectModels logit",2,"difficult",3,1e+05
2,0.670840740203857,"alpaca logit",2,"difficult",3,1e+05
2,0.215116739273071,"fixest logit",2,"difficult",3,1e+05
2,1.49638199806213,"GLFixedEffectModels logit",3,"difficult",3,1e+05
